user,location,tweet,likes,RT,Source,ID,Date
globeandmail,Canada,"Two years into COVID-19 pandemic, world takes cautious steps forward https://t.co/iN7k7zEgJp",0,0,dlvr.it,1502450827377750019,2022-03-12 01:06:06+00:00
HeraldTribune,"Sarasota, Florida","COVID-19's strain on Florida hospitals worse than most states, CDC says https://t.co/qoYvnbAHNk",0,0,SocialNewsDesk,1502450822415802373,2022-03-12 01:06:04+00:00
vivjones10,,"RT @UKCovid19Stats: England Daily Coronavirus (COVID-19) Report · Friday 11th March.

55,883 new cases (people positive) reported, giving a…",0,33,Tweetbot for iΟS,1502450820801048589,2022-03-12 01:06:04+00:00
globeandmail,Canada,China locks down city of nine million amid new spike in COVID-19 cases https://t.co/QgvhZGOg97,0,0,dlvr.it,1502450820180180997,2022-03-12 01:06:04+00:00
imranezrl,subang bestari,"RT @tiotheo01: 11 Mar 2022: Confirmed new COVID-19 cases in Malaysia by vaccination status

55.2% of the cases yesterday were boosted

vs…",0,19,Twitter Web App,1502450818515353600,2022-03-12 01:06:03+00:00
26aball,,"RT @TO_Resident: #ONpoli 

Doug Ford’s inaction during COVID-19 killed so many people that a Funeral Home in Vaughan felt the need to give…",0,31,Twitter for iPhone,1502450815495282689,2022-03-12 01:06:03+00:00
GroupZirigoza,CE,😷 New Antimicrobial Air Filters Tested on Trains Rapidly Kill Viruses – Including SARS-CoV-2/COVID-19 - SciTechDail… https://t.co/xKjktIED5G,0,0,Buffer,1502450804996849666,2022-03-12 01:06:00+00:00
flipkoin2,"Regina, SK","📂 SaskHealth
 └📁 COVID-19
      └📁 Situation Reports
           └📁 Week March 5
                └⚠️ This folder is empty",0,0,Twitter Web App,1502450799632257024,2022-03-12 01:05:59+00:00
AndyMcDeeOne,Ireland,"RT @TakeThatCDC: COVID-19 Playlist

I Can't Get no Prasadisfaction

Bhattacharyan Rhapsody

Purple Høeg

Bark at the Moonica

Like a Rollin…",0,2,Twitter Web App,1502450799573618692,2022-03-12 01:05:59+00:00
ryvnclaw,depan winter,RT @fromisdays: Pledis Entertainment announced fromis_9’s Saerom and Gyuri have fully recovered from COVID-19 and they can resume their act…,0,19,Twitter for Android,1502450797061505024,2022-03-12 01:05:58+00:00
fam_zhe,Malaysia,"RT @fiq_D_flover: [💡NOTICE] fromis_9 Lee Saerom and Jang Gyuri’s Full Recovery from COVID-19 Notice

Read: https://t.co/GPbhCG1HtB https://…",0,2,Twitter for Android,1502450795374997506,2022-03-12 01:05:58+00:00
education_24x7,Delhi,RT @AINewsFeed: Yale researchers find a highly-accurate predictor of COVID-19 mortality through machine learning -... https://t.co/omprrJIB…,0,1,education-bot,1502450791298256901,2022-03-12 01:05:57+00:00
VaxartNation,Planet Earth,@LisaMarieBoothe @WHO @BARDA @gavi @CEPIvaccines @CDCDirector @CDCgov @LegalServicesUS @WHCOVIDResponse @pharmtech… https://t.co/lLcFfog0w4,0,0,Twitter Web App,1502450786852352001,2022-03-12 01:05:56+00:00
Uqueia,"Orlando, FL","RT @AJKayWriter: For all the ppl who said this wasn't happening: 

""From March 2020 to March 2021, DPH counted the death of any person who…",0,513,Twitter Web App,1502450786575474693,2022-03-12 01:05:56+00:00
Cam_mbmn,stfu 🐮,RT @fromisdays: Pledis Entertainment announced fromis_9’s Saerom and Gyuri have fully recovered from COVID-19 and they can resume their act…,0,19,Twitter Web App,1502450785812197380,2022-03-12 01:05:56+00:00
ARTofWriting,,"Different kind of book - Learn why as you explore this novel and discover the truth about COVID-19, the Deep State,… https://t.co/dmtGL1nHVO",0,0,SocialPilot.co,1502450785195597824,2022-03-12 01:05:56+00:00
Ware15Sherry,,"RT @sussexsquadpod1: #PrinceHarry &amp; #MeghanMarkle, Charlize Theron, and More Sign Open Letter Calling Out 'Vaccine Apartheid'

On the anniv…",0,11,Twitter for iPad,1502450783953977347,2022-03-12 01:05:55+00:00
PhxZoydzz,"Phoenix, AZ","RT @Heart10Looks3: What an unexpected treat for attendees at tonight's performance of Hadestown in NYC, but the fact that the production is…",0,1,Twitter Web App,1502450782112661507,2022-03-12 01:05:55+00:00
zionistaweekly,,"“Together with research centers in Israel, we developed a solution to identify COVID outbreaks before they happen,… https://t.co/j7lgKHhuVk",0,0,Twitter for iPhone,1502450779721908228,2022-03-12 01:05:54+00:00
Xldkzpclf,,"RT @F1: Daniel Ricciardo has tested positive for Covid-19. 

He is currently isolating but already feeling better and will be released for…",0,1599,Twitter for Android,1502450777557987328,2022-03-12 01:05:54+00:00
GeneDiGregorio,,"RT @jessicacadams: Because, amazingly, nobody in #Hobart #Tasmania wants to get COVID-19 and double their risk of heart problems. It's almo…",0,1,Twitter Web App,1502450775578284034,2022-03-12 01:05:53+00:00
athenationary_,Platform 9 ¾ 🚂,RT @fromisdays: Pledis Entertainment announced fromis_9’s Saerom and Gyuri have fully recovered from COVID-19 and they can resume their act…,0,19,Twitter for Android,1502450766057205761,2022-03-12 01:05:51+00:00
kidsneednormal,,"RT @FLSurgeonGen: Just saying “the COVID-19 vaccine is good” is not enough. Medical interventions should be based on data. 

We need eviden…",0,235,Twitter for iPhone,1502450762575757315,2022-03-12 01:05:50+00:00
RantsOnMute,,"RT @rick_pittman: Great news.

""Approximately 750 Alberta Health Services' employees, who are on leave without pay because of their choice…",0,801,Twitter for iPhone,1502450759782350853,2022-03-12 01:05:49+00:00
vivjones10,,"RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Friday 11th March.

72,898 new cases (people positive) reported, g…",0,157,Tweetbot for iΟS,1502450758658273282,2022-03-12 01:05:49+00:00
blossomlng_05,+60,"RT @fiq_D_flover: [💡NOTICE] fromis_9 Lee Saerom and Jang Gyuri’s Full Recovery from COVID-19 Notice

Read: https://t.co/GPbhCG1HtB https://…",0,2,Twitter for Android,1502450754141192195,2022-03-12 01:05:48+00:00
cvsmicfilm,he/him | black,"RT @PopBase: 2 years ago today, COVID-19 was declared a global pandemic by the World Health Organization. https://t.co/ueQJ1Avl4X",0,1541,Twitter for Android,1502450751896911874,2022-03-12 01:05:48+00:00
Cas9Bandit,"Los Angeles, CA","RT @lapublichealth: COVID-19 Daily Update:
March 11, 2022
New Cases: 1,297 (2,810,308 to date)
New Deaths: 48 (31,225 to date)
Current Hosp…",0,10,Twitter for iPhone,1502450750705717250,2022-03-12 01:05:47+00:00
Sera_DeLorenzo,Melbourne,"RT @Mirella_PhD: 12 March 2022: VIC

For those interested

1) Key Covid Data 📊
-LGA Nos
-Deaths, ICU &amp; Vt'd
-Daily New Cases

2) C19 Trends…",0,1,Twitter Web App,1502450749430587395,2022-03-12 01:05:47+00:00
MarkyV18,Sydney,RT @org_scp: 🎙️ Why are @UKHSA continuing to award contracts to maintain the #NHS #COVID19 app when domestic #vaccinepassports are being wo…,0,27,Twitter Web App,1502450748788920321,2022-03-12 01:05:47+00:00
pabiano_JH,,RT @tomgrundy: Hong Kong’s Hospital Authority has asked the public to understand its difficulties with saturated mortuaries amid the city’s…,0,859,Twitter for Android,1502450732871548929,2022-03-12 01:05:43+00:00
KaleJPhoto,,"RT @AdyBarkan: 6 million people have died 🌍, nearly 1 million right here in 🇺🇸.

Billions still waiting for vaccines.

We’re all tired and…",0,32,Twitter for Android,1502450732250935301,2022-03-12 01:05:43+00:00
Americanhope78,"California, USA",@Failingatthis @lapublichealth Oh come on you know kids don't get covid-19 and we certainly don't give it to older… https://t.co/njBERM9JVr,0,0,Twitter for Android,1502450726944968709,2022-03-12 01:05:42+00:00
AnneJMcKay,"Ascot, South East","[1/5] #COVID19 12 Mar, East Berks Vaccinations Clinics

Today you can get vaccinated in #Bracknell, #Maidenhead &amp;… https://t.co/PkhpVDE7Gy",0,0,Twitter Web App,1502450725892366338,2022-03-12 01:05:41+00:00
aizo__,43000,"RT @tiotheo01: 11 Mar 2022: Confirmed new COVID-19 cases in Malaysia by vaccination status

55.2% of the cases yesterday were boosted

vs…",0,19,Twitter for iPhone,1502450722230923264,2022-03-12 01:05:41+00:00
jansplanet,"Treaty 7, Calgary 🇨🇦","RT @MoriartyLab: Mar 10 COVID-19 Canada updates

This will be a mega-thread because I'll explain methods again, in the hopes that decision-…",0,45,Twitter for iPhone,1502450718162100227,2022-03-12 01:05:40+00:00
unityUSA1776,"Indianapolis, IN",RT @DonaldJTrumpJr: I remember a time when you could get banned from social media for simply stating the country of origin of COVID-19? Now…,0,4737,Twitter for iPhone,1502450717256261639,2022-03-12 01:05:39+00:00
CodieneC,,RT @DaleBurnay: @DennisKendel @SKGov @PremierScottMoe @SaskHealth @SMA_docs @drhassoun @awong37 @hqcsask @CBCSask @ctvsaskatoon @starphoeni…,0,6,Twitter Web App,1502450705226940422,2022-03-12 01:05:36+00:00
MerlinofCanada,#GordDowniesCanada,RT @miandbee: Let’s not forget all the kids who tested + on REP tests at home. The number of kids who contracted Covid-19 is MUCH higher th…,0,1,Twitter Web App,1502450704870305794,2022-03-12 01:05:36+00:00
redpulsation,,"And because I kept getting dms about the PRN &amp; being +ve covid, here's to reminding EVERYONE :
If you're +ve covid… https://t.co/a5oVIqUf7H",0,0,Twitter for Android,1502450699627806721,2022-03-12 01:05:35+00:00
THE8SPACE,ctto/turn notifs on,"""minghao and seungkwan have made full recoveries from covid-19 and quarantine has condluded as of today""😭 https://t.co/iXYhnP8sQa",0,0,Twitter for Android,1502450696498548738,2022-03-12 01:05:34+00:00
ShubhMSingh,,RT @UberFacts: It's been exactly two years since the World Health Organization declared COVID-19 a pandemic,0,1613,Twitter for Android,1502450686239272964,2022-03-12 01:05:32+00:00
NokhaDakroub,"Mississauga, ON",RT @SvenTrueNorth: We remember and honour those we have lost to COVID-19 and the sacrifices made by so many over the past two years. Let’s…,0,4,Twitter Web App,1502450681092976650,2022-03-12 01:05:31+00:00
AkinzzLake,"Coal Mountain, GA","RT @RossDellenger: He was on a ventilator for 4 days, had double pneumonia &amp; was given a 50-50 chance at survival.

AFCA director Todd Berr…",0,25,Twitter for Android,1502450673153105921,2022-03-12 01:05:29+00:00
MrRager1313,⏁⊑⟒ ⎐⍜⟟⎅,RT @eaadot13: Hi! I am part of a York University research team interested in learning about the factors influencing some Ghanaians’ decisio…,0,64,Twitter for Android,1502450671261564928,2022-03-12 01:05:28+00:00
Stefen01375117,,"RT @krushowy: From Ont Universities “In order to minimize uncertainty&amp;disruption and to continue to support our students, staff, faculty an…",0,23,Twitter for iPhone,1502450670993031171,2022-03-12 01:05:28+00:00
KCONHealthNews,"Shanghai, CN",Beyond CRISPR: New DNA tools rewrite genes to fight diseases like COVID-19 https://t.co/cExait5dXk,0,0,TweetDeck,1502450664663781376,2022-03-12 01:05:27+00:00
SantillanZoie,she/her 15,Yey! The 8 and Seungkwan finally recovered from COVID-19 https://t.co/D5E05i4JOD,0,0,Twitter for iPhone,1502450660742434820,2022-03-12 01:05:26+00:00
autodog5150,,"RT @EpochTimes: The Senate rejected a measure that would bar funding for #VaccineMandates in a party-line 50–49 vote, with Republican Sen.…",0,13,Twitter for iPhone,1502450659009859587,2022-03-12 01:05:25+00:00
