user,location,tweet,likes,RT,Source,ID,Date
AusNewsNetwork,Australia,"RT @AusHCVanuatu: Workplaces remain closed other than those providing essential services, as designated by the Vanuatu Government. 

Stay h…",0,1,Twitter for iPhone,1502451057401556997,2022-03-12 01:07:00+00:00
citymb,"Manhattan Beach, CA 90266","COVID-19 Daily Update:
March 11, 2022
Manhattan Beach New Cases: 4 (4,833 to date)
Manhattan Beach New Deaths: 0 (2… https://t.co/H6DTr8Sr9A",0,0,Twitter Web App,1502451053710622721,2022-03-12 01:07:00+00:00
TeleGeography,,New intel allowed us to assess how COVID-19—paired with the OTT effect and trends among wholesale carriers—have con… https://t.co/RiWFuqvV0v,0,0,HubSpot,1502451053157040129,2022-03-12 01:06:59+00:00
biospace,"Des Moines, IA","The death toll related to COVID-19 is more than 6 million, according to the Johns Hopkins COVID-19 dashboard, but i… https://t.co/8oIPwW17kE",0,0,HubSpot,1502451053136072707,2022-03-12 01:06:59+00:00
AnfieldWatch,United Kingdom,"🚨 NEW: Liverpool have some issues with COVID-19 amongst staff in the camp, and will wait until Saturday morning to… https://t.co/iLxQRwji5M",0,0,Twitter Web App,1502451051546517505,2022-03-12 01:06:59+00:00
BinMasterTiggz,With my Fat Man,"RT @PopBase: 2 years ago today, COVID-19 was declared a global pandemic by the World Health Organization. https://t.co/ueQJ1Avl4X",0,1541,Twitter for iPhone,1502451041618571264,2022-03-12 01:06:57+00:00
armanwalker,"Los Angeles, California",RT @RossKneeDeep: The Detroit Free Press says that Trump voters in Michigan have a higher death rate from Covid-19 than others. I'm sure it…,0,24,Twitter for Android,1502451040569815042,2022-03-12 01:06:56+00:00
svtbillboard,Worldwide,@pledis_17 SEVENTEEN members THE 8 and SEUNGKWAN have made full recoveries from COVID-19 and their quarantine has c… https://t.co/NPhLycBR0B,0,0,Twitter for Android,1502451032630067203,2022-03-12 01:06:55+00:00
TwHandle,"Te Whanganui-a-Tara, Aotearoa",RT @publicaddress: Bless David Fisher for asking the questions about Voices for Freedom that Melanie Reid didn't. A story about the very bi…,0,43,Twitter for iPhone,1502451024371798016,2022-03-12 01:06:53+00:00
Bizarro001,𝑒𝒹𝑔𝑒 𝑜𝒻 𝓇𝑒𝒶𝓁𝒾𝓉𝓎,"RT @7thID: ATTENTION #BAYONETS! Updated Blue Hash 🔥 off the press w/ this clarification:

Effective Mar 14: IAW both WA State &amp; @CDCgov gui…",0,1,Twitter for Android,1502451024107237377,2022-03-12 01:06:52+00:00
smairata,"Lima, Peru","RT @BuzzFeedNews: Two years ago, our lives changed forever. The WHO declared the COVID-19 outbreak a pandemic. Schools and entertainment ve…",0,16,Twitter for iPhone,1502451023746588672,2022-03-12 01:06:52+00:00
akinjide_,peace at the mountain top,RT @eaadot13: Hi! I am part of a York University research team interested in learning about the factors influencing some Ghanaians’ decisio…,0,64,Twitter for iPhone,1502451023109046275,2022-03-12 01:06:52+00:00
mirandaisakaren,,RT @shelleylaskin: A small victory… staff confirm positive COVID-19 case notification letters to impacted @tdsb classrooms will continue un…,0,37,Twitter for Android,1502451021569826816,2022-03-12 01:06:52+00:00
soletiole2912,,"RT @Mimizwei: ✍️Prince Harry and Meghan, Charlize Theron, and More Sign Open Letter Calling Out ‘Vaccine Apartheid’
On the anniversary of t…",0,4,Twitter for iPad,1502451020017725440,2022-03-12 01:06:52+00:00
AusNewsNetwork,Australia,"RT @AusHCVanuatu: ⚠️All of Vanuatu remains on Alert Level 3 due to high risk of COVID-19 community transmission.

Restrictions to prevent f…",0,1,Twitter for iPhone,1502451019564740609,2022-03-12 01:06:51+00:00
LAEDC,"Los Angeles, CA","Los Angeles County experienced the greatest job loss associated with the COVID-19 pandemic between March and April,… https://t.co/LuzjeNOvUb",0,0,Twitter Web App,1502451019036327938,2022-03-12 01:06:51+00:00
HLupprian,"Glen Huntly, Melbourne","RT @pahowho: Join us for a webinar on “Women, Alcohol Consumption and the COVID-19 Pandemic” to learn more about how alcohol marketing has…",0,7,Twitter for iPhone,1502451008407932929,2022-03-12 01:06:49+00:00
dream_angel720,,"RT @mattbc: This admission does give the game away: 

""COVID-19 Community Levels do not apply in healthcare settings...Instead, healthcare…",0,21,Twitter Web App,1502451007686524930,2022-03-12 01:06:49+00:00
EdmJbg,World,"@beansprouts_mom @karamballes NSW Health has recommended the reintroduction of mandatory indoor masks, density limi… https://t.co/REJdWSyDJX",0,0,Twitter Web App,1502451006688223234,2022-03-12 01:06:48+00:00
catgrammyj,"Herndon, VA",RT @nytimes: The Justice Department named Kevin Chambers on Thursday to lead its efforts to pursue cases of fraud and attempted fraud relat…,0,86,Twitter for iPad,1502451003517505538,2022-03-12 01:06:48+00:00
Sandman08482309,"Michigan, USA",RT @ElectionWiz: This story has flown radar but is deeply alarming. The U.S. surgeon general is demanding that Big Tech turn over Covid-19…,0,99,Twitter for Android,1502451002078867459,2022-03-12 01:06:47+00:00
karin_tischler,"Greater Vancouver, 🇨🇦","RT @krushowy: From Ont Universities “In order to minimize uncertainty&amp;disruption and to continue to support our students, staff, faculty an…",0,23,Twitter Web App,1502450997020430340,2022-03-12 01:06:46+00:00
MaryPowers9,NJ,"RT @pmagn: Two years later, coronavirus evolution still Surprise

https://t.co/dXihqcI66s
via Natgeo App
https://t.co/oQ3K5EMnPg",0,1,Twitter for iPad,1502450995036569603,2022-03-12 01:06:46+00:00
Chilkz,"Toronto,Ontario",RT @SophiaBush: COVID-19 is a top ten pediatric killer. Full stop. Anyone telling you that the pandemic is “over” is speaking from a place…,0,48,Twitter for Android,1502450991995977734,2022-03-12 01:06:45+00:00
ehfilha,,RT @NaheedD: So let me get this straight: Ontario's COVID-19 Science Advisory Table wasn't consulted before the Ontario government announce…,0,1651,Twitter for iPad,1502450991056228354,2022-03-12 01:06:45+00:00
ArbindK01912519,,RT @MBRF_News: Covid-19 highlighted the importance of voluntary and charitable work in overcoming crises. Join us in the 7th edition of the…,0,28,Twitter for Android,1502450990380769280,2022-03-12 01:06:44+00:00
GlobalSaskatoon,"Saskatoon, SK","“We used to see 85,000 people or more through our doors in a year and this year we’re in the low hundreds,” Broadwa… https://t.co/ESZFAVOdWt",0,0,SocialFlow,1502450987553931271,2022-03-12 01:06:44+00:00
TGuswal,,"RT @CityNewsVAN: Mask wearing is one of the simplest things people can do to protect those more at risk of severe COVID-19 complications, s…",0,2,Twitter for iPhone,1502450986874388480,2022-03-12 01:06:44+00:00
oneunal,Malaysia    Bahasa Melayu,RT @PopCrave: The outbreak of COVID-19 was declared a pandemic by the World Health Organization 2 years ago today. https://t.co/AljtkdGYaD,0,486,Twitter for iPhone,1502450984555270144,2022-03-12 01:06:43+00:00
LorenaJ09528033,,RT @JapanSafeTravel: NHK WORLD-JAPAN also offers a page about disasters and COVID-19 in simple Japanese and 19 other languages for non-Japa…,0,2,Twitter for Android,1502450982646685698,2022-03-12 01:06:43+00:00
timminschikk,"Ottawa, ON",RT @BillBlair: We’ve approved a Request for Federal Assistance from @ONgov for Mishkeegogamang First Nation. @CanadianForces Rangers will b…,0,8,Twitter for iPhone,1502450981434540038,2022-03-12 01:06:42+00:00
newslookout,,(Singapore to implement streamlined COVID-19 measures from March 15 as Omicron wave wanes) has been published on Ne… https://t.co/G4XrHwe6l2,0,0,Newslookout,1502450980385800194,2022-03-12 01:06:42+00:00
fremebarima,"Sunyani/Sampa, Bonoman, Ghana",RT @eaadot13: Hi! I am part of a York University research team interested in learning about the factors influencing some Ghanaians’ decisio…,0,64,Twitter for iPhone,1502450979249217543,2022-03-12 01:06:42+00:00
Arge1983,Curacao (Netherlands Antilles),RT @people: Meghan Markle and Prince Harry Sign Open Letter Calling Out Vaccine Inequity on COVID-19 Pandemic Anniversary  https://t.co/rCR…,0,69,Twitter for iPhone,1502450978204925956,2022-03-12 01:06:42+00:00
mschleiss,"Minneapolis, MN","RT @Matsugasaki10: Effectiveness of 2-Dose BNT162b2 (Pfizer BioNTech) mRNA Vaccine ... https://t.co/bdJNCTP11a @CDCgovより 

“Two doses of Pf…",0,1,Twitter Web App,1502450975130501126,2022-03-12 01:06:41+00:00
JCedernaes,,"2/ The differences in COVID-19-associated hospitalization rates were larger for #boosted vs unvaccinated adults:

8… https://t.co/ltc7c35EbB",0,0,Twitter for Android,1502450973607964674,2022-03-12 01:06:40+00:00
malebachur,Coney Island,RT @PopCrave: The outbreak of COVID-19 was declared a pandemic by the World Health Organization 2 years ago today. https://t.co/AljtkdGYaD,0,486,Twitter for Android,1502450964468580358,2022-03-12 01:06:38+00:00
GlobalRegina,"Regina, SK Canada","“We used to see 85,000 people or more through our doors in a year and this year we’re in the low hundreds,” Broadwa… https://t.co/d82beWDleJ",0,0,SocialFlow,1502450962203561986,2022-03-12 01:06:38+00:00
sandi89701936,global,"RT @krushowy: From Ont Universities “In order to minimize uncertainty&amp;disruption and to continue to support our students, staff, faculty an…",0,23,Twitter Web App,1502450960249069568,2022-03-12 01:06:37+00:00
Iamshahmoin,"Kolkata, India",RT @jujihoonglobal_: [Article] #TheKidnapping starring #JuJiHoon and #HaJungWoo is based on the true story of those who struggled to save a…,0,73,Twitter for Android,1502450958827417600,2022-03-12 01:06:37+00:00
natlawreview,"Chicago, IL & Denver, CO","""OSHA Announces Intent to Focus Inspections in Healthcare Facilities With Attention on COVID-19 Healthcare ETS""… https://t.co/6f3mDyTSzY",0,0,Semrush Social Media Tool,1502450957942243333,2022-03-12 01:06:37+00:00
johnjsms,,"RT @krushowy: From Ont Universities “In order to minimize uncertainty&amp;disruption and to continue to support our students, staff, faculty an…",0,23,Twitter for iPhone,1502450956033798151,2022-03-12 01:06:36+00:00
Wacokid918,,"RT @AJKayWriter: For all the ppl who said this wasn't happening: 

""From March 2020 to March 2021, DPH counted the death of any person who…",0,513,Twitter for Android,1502450944310665225,2022-03-12 01:06:33+00:00
apalestudent,she/her | 19,"RT @PopBase: 2 years ago today, COVID-19 was declared a global pandemic by the World Health Organization. https://t.co/ueQJ1Avl4X",0,1541,Twitter for iPhone,1502450940582023174,2022-03-12 01:06:33+00:00
canyoncaIamity,ftgc ?!,RT @svtmaknaefiles: Seungkwan and Minghao are fully recovered from COVID-19 and their quarantine concluded as of today. They have been admi…,0,1,Twitter for iPhone,1502450937650049028,2022-03-12 01:06:32+00:00
kkds36,,RT @ElectionWiz: This story has flown radar but is deeply alarming. The U.S. surgeon general is demanding that Big Tech turn over Covid-19…,0,99,Twitter for iPhone,1502450933028073473,2022-03-12 01:06:31+00:00
NewsNowNation,"New Delhi, India",9. Covid-19 was first detected in China in late 2019 but the government has kept it largely under control with snap… https://t.co/VtKeVg2y5H,0,0,Twitter for iPhone,1502450931497336833,2022-03-12 01:06:30+00:00
watarutenga,"Musashino-shi, Tokyo, Japan",Was not expecting this. Total reported covid-19 cases to date. I remember when South Korea was ranked 64th or even… https://t.co/HdCXUJFmA7,0,0,TweetDeck,1502450927344975872,2022-03-12 01:06:29+00:00
emmpirorr,,RT @narendramodi: The members of the Trust shared their valuable inputs on how we can effectively cater to the needs of the future. It was…,0,1085,Twitter for Android,1502450926535479298,2022-03-12 01:06:29+00:00
CO_GURT,,"RT @AJKayWriter: For all the ppl who said this wasn't happening: 

""From March 2020 to March 2021, DPH counted the death of any person who…",0,513,Twitter for Android,1502450924089851904,2022-03-12 01:06:29+00:00
abetga,"Laguna, Philippines","RT @gmanews: Chinese city locks down, Shanghai shuts schools as COVID-19 spikes

https://t.co/Ml5komB7bG",0,2,Twitter for Android,1502450922743472132,2022-03-12 01:06:28+00:00
MaureenPCassidy,"London, Ontario","RT @ONThealth: Today marks the 2nd anniversary since #COVID19 was declared a global pandemic. 

This #NationalDayofObservance, we honour th…",0,120,Twitter for iPhone,1502450922194186245,2022-03-12 01:06:28+00:00
ssmunsell,,"RT @SuzeQKnits: Heading home now. We have 48 covid-19 patients 16 are vaccinated, 32 are unvaccinated, 6 patients are on ventilators  1 vac…",0,93,Twitter for iPhone,1502450917186019329,2022-03-12 01:06:27+00:00
wats_up_yo,,RT @PopCrave: The outbreak of COVID-19 was declared a pandemic by the World Health Organization 2 years ago today. https://t.co/AljtkdGYaD,0,485,Twitter for Android,1502450915789389827,2022-03-12 01:06:27+00:00
k_keimi2,,"RT @F1: Daniel Ricciardo has tested positive for Covid-19. 

He is currently isolating but already feeling better and will be released for…",0,1599,Twitter for Android,1502450915252465666,2022-03-12 01:06:27+00:00
GregFingas,,"RT @MoriartyLab: Mar 10 COVID-19 Canada updates

This will be a mega-thread because I'll explain methods again, in the hopes that decision-…",0,45,Twitter for iPhone,1502450906163523584,2022-03-12 01:06:24+00:00
meallmom,"Quebec City, Quebec, Canada","RT @Snellk: 'They have faces; they have families'  At least 2,317 Quebecers have died of COVID-19 so far this year. One of them is Jennifer…",0,4,Twitter for iPad,1502450903344943108,2022-03-12 01:06:24+00:00
tormagnuslarsen,Nesttun,"RT @InsideTheMagic: SIGNIFICANT Change to COVID-19 Protocols Affects One Disney Resort -- https://t.co/nFYUrtznBk

#COVID19 #Disney #Hawaii…",0,4,Twitter for iPhone,1502450901495304194,2022-03-12 01:06:23+00:00
lonelyparalysis,a bottomless pit of panic,"RT @fightingpride93: I'm a black trans woman with no income due to covid-19. #transcrowdfund

To support myself, I set up a patreon where y…",0,6473,Twitter for Android,1502450892087386115,2022-03-12 01:06:21+00:00
AmericanforUkr1,,@SenatorMenendez @POTUS no the government response to covid 19 was a bigger threat. the number 1 threat has been th… https://t.co/VjYnnepJlA,0,0,Twitter Web App,1502450891433074696,2022-03-12 01:06:21+00:00
svtmaknaefiles,they/them | © to owners,Seungkwan and Minghao are fully recovered from COVID-19 and their quarantine concluded as of today. They have been… https://t.co/QyX4Xkz5sp,2,1,Twitter for iPhone,1502450887440187395,2022-03-12 01:06:20+00:00
DFisman,Chelm,"RT @krushowy: From Ont Universities “In order to minimize uncertainty&amp;disruption and to continue to support our students, staff, faculty an…",0,23,Twitter Web App,1502450886756519944,2022-03-12 01:06:20+00:00
Chumingo13,,"RT @JenLeeCBC: Folks, Alberta has now surpassed 4,000 COVID-19 deaths

Here's the daily COVID-19 update:
11 new new deaths reported. Total…",0,17,Twitter for Android,1502450884898217993,2022-03-12 01:06:19+00:00
albertaNDP,Alberta,"RT @DShepYEG: A sobering milestone as, two years after the WHO's declaration of the COVID-19 pandemic, we pass 4000 Albertans lost.

My hea…",0,6,Twitter for iPhone,1502450883086282755,2022-03-12 01:06:19+00:00
Frank_Atlas_,"Chicago, IL","RT @BuzzFeedNews: Two years ago, our lives changed forever. The WHO declared the COVID-19 outbreak a pandemic. Schools and entertainment ve…",0,16,Twitter for iPhone,1502450879320006656,2022-03-12 01:06:18+00:00
Ajay06702974,"Anantapur, India",RT @narendramodi: The members of the Trust shared their valuable inputs on how we can effectively cater to the needs of the future. It was…,0,1085,Twitter for Android,1502450850140078081,2022-03-12 01:06:11+00:00
lejistar112,"Chicago, IL.",RT @DGForDemocracy: The only surprise here is that the CEO is confirming what we already thought. #SubpeonaJaredKushner Pfizer's CEO says J…,0,1467,Twitter for Android,1502450849431306244,2022-03-12 01:06:11+00:00
MarieStellaMSS,"Mississauga, Ontario","RT @MoriartyLab: Mar 10 COVID-19 Canada updates

This will be a mega-thread because I'll explain methods again, in the hopes that decision-…",0,45,Twitter for iPhone,1502450848194043906,2022-03-12 01:06:11+00:00
HealtheSteps,"London, ON, Canada",RT @JaneSThornton: Physical activity reduces risks of severe COVID-19 outcomes: study https://t.co/7OYlFk2K55 via @westernu,0,12,Twitter for iPhone,1502450847782948871,2022-03-12 01:06:10+00:00
edpadgett,"La Verne, CA.",RT @HuffPost: Health experts have warned since omicron took over as the dominant strain that everyone is likely to get COVID-19 at some poi…,0,459,Twitter Web App,1502450846612672518,2022-03-12 01:06:10+00:00
Sandeep16073297,,RT @narendramodi: The members of the Trust shared their valuable inputs on how we can effectively cater to the needs of the future. It was…,0,1085,Twitter for Android,1502450844637151233,2022-03-12 01:06:10+00:00
GlobalNational,Watch online,Saskatchewan small businesses struggle to get back to normal sales despite lifted COVID-19 restrictions… https://t.co/7xkOzutHZc,0,0,dlvr.it,1502450841030070276,2022-03-12 01:06:09+00:00
DrennonKay,,"RT @sharonstout18: @m_scribe ""Since the beginning of the year, 550 children have died from Covid-19 in the US, compared with 1,017 children…",0,7,Twitter for Android,1502450838580736003,2022-03-12 01:06:08+00:00
MankowskiMark,,"My quote of the day comes from @ConversationEDU: 'Exactly two years ago, on March 11 2020, the WHO declared COVID-1… https://t.co/Qku7dcOvcV",0,0,Twitter Web App,1502450833036025856,2022-03-12 01:06:07+00:00
WITN,Eastern North Carolina,Health officials look back on where Eastern North Carolina was two years ago when the WHO declared COVID-19 a pande… https://t.co/G8B3llaYWi,0,0,SocialNewsDesk,1502450830368256002,2022-03-12 01:06:06+00:00
